State,Year,Sector,Carbon_Type,Emission (Metric Tons)
Manipur,2015,Energy,CH4,2.33
Manipur,2015,Industry,CO,2.59
Manipur,2015,Industry,CO2,37.57
Manipur,2015,Industry,CH4,1.55
Manipur,2015,Transportation,CO,3.3
Manipur,2015,Transportation,CO2,24.41
Manipur,2015,Transportation,CH4,0.66
Manipur,2015,Agriculture,CO,0.64
Manipur,2015,Agriculture,CO2,8.34
Manipur,2015,Agriculture,CH4,8.02
Manipur,2015,Waste Management,CO,0.4
Manipur,2015,Waste Management,CO2,3.16
Manipur,2015,Waste Management,CH4,3.89
Manipur,2016,Energy,CO,2.95
Manipur,2016,Energy,CO2,57.42
Manipur,2016,Energy,CH4,2.5
Manipur,2016,Industry,CO,1.62
Manipur,2016,Industry,CO2,36.66
Manipur,2016,Industry,CH4,1.82
Manipur,2016,Transportation,CO,2.01
Manipur,2016,Transportation,CO2,24.73
Manipur,2016,Transportation,CH4,0.91
Manipur,2016,Agriculture,CO,0.56
Manipur,2016,Agriculture,CO2,7.18
Manipur,2016,Agriculture,CH4,11.33
Manipur,2016,Waste Management,CO,0.34
Manipur,2016,Waste Management,CO2,4.13
Manipur,2016,Waste Management,CH4,5.81
Manipur,2017,Energy,CO,3.73
Manipur,2017,Energy,CO2,60.41
Manipur,2017,Energy,CH4,2.8
Manipur,2017,Industry,CO,1.64
Manipur,2017,Industry,CO2,41.29
Manipur,2017,Industry,CH4,3.06
Manipur,2017,Transportation,CO,3.71
Manipur,2017,Transportation,CO2,18.23
Manipur,2017,Transportation,CH4,1.06
Manipur,2017,Agriculture,CO,0.72
Manipur,2017,Agriculture,CO2,14.51
Manipur,2017,Agriculture,CH4,7.1
Manipur,2017,Waste Management,CO,0.37
Manipur,2017,Waste Management,CO2,7.22
Manipur,2017,Waste Management,CH4,6.05
Manipur,2018,Energy,CO,2.8
Manipur,2018,Energy,CO2,70.82
Manipur,2018,Energy,CH4,1.85
Manipur,2018,Industry,CO,2.23
Manipur,2018,Industry,CO2,21.99
Manipur,2018,Industry,CH4,3.13
Manipur,2018,Transportation,CO,4.11
Manipur,2018,Transportation,CO2,28.19
Manipur,2018,Transportation,CH4,1.19
Manipur,2018,Agriculture,CO,0.43
Manipur,2018,Agriculture,CO2,10.71
Manipur,2018,Agriculture,CH4,4.7
Manipur,2018,Waste Management,CO,0.24
Manipur,2018,Waste Management,CO2,5.84
Manipur,2018,Waste Management,CH4,4.04
Manipur,2019,Energy,CO,3.25
Manipur,2019,Energy,CO2,69.98
Manipur,2019,Energy,CH4,3.48
Manipur,2019,Industry,CO,2.17
Manipur,2019,Industry,CO2,45.82
Manipur,2019,Industry,CH4,1.37
Manipur,2019,Transportation,CO,3.95
Manipur,2019,Transportation,CO2,39.08
Manipur,2019,Transportation,CH4,0.95
Manipur,2019,Agriculture,CO,0.7
Manipur,2019,Agriculture,CO2,5.82
Manipur,2019,Agriculture,CH4,9.91
Manipur,2019,Waste Management,CO,0.22
Manipur,2019,Waste Management,CO2,6.72
Manipur,2019,Waste Management,CH4,9.04
Manipur,2020,Energy,CO,3.51
Manipur,2020,Energy,CO2,38.91
Manipur,2020,Energy,CH4,2.55
Manipur,2020,Industry,CO,1.2
Manipur,2020,Industry,CO2,49.84
Manipur,2020,Industry,CH4,2.83
Manipur,2020,Transportation,CO,3.96
Manipur,2020,Transportation,CO2,34.5
Manipur,2020,Transportation,CH4,0.93
Manipur,2020,Agriculture,CO,0.38
Manipur,2020,Agriculture,CO2,8.2
Manipur,2020,Agriculture,CH4,6.72
Manipur,2020,Waste Management,CO,0.16
Manipur,2020,Waste Management,CO2,6.71
Manipur,2020,Waste Management,CH4,9.54
Manipur,2021,Energy,CO,1.27
Manipur,2021,Energy,CO2,47.44
Manipur,2021,Energy,CH4,4.16
Manipur,2021,Industry,CO,1.82
Manipur,2021,Industry,CO2,25.18
Manipur,2021,Industry,CH4,1.46
Manipur,2021,Transportation,CO,3.56
Manipur,2021,Transportation,CO2,40.81
Manipur,2021,Transportation,CH4,1.36
Manipur,2021,Agriculture,CO,0.7
Manipur,2021,Agriculture,CO2,7.11
Manipur,2021,Agriculture,CH4,4.53
Manipur,2021,Waste Management,CO,0.32
Manipur,2021,Waste Management,CO2,3.72
Manipur,2021,Waste Management,CH4,3.93
Manipur,2022,Energy,CO,1.75
Manipur,2022,Energy,CO2,73.91
Manipur,2022,Energy,CH4,3.79
Manipur,2022,Industry,CO,2.44
Manipur,2022,Industry,CO2,21.43
Manipur,2022,Industry,CH4,3.5
Manipur,2022,Transportation,CO,2.55
Manipur,2022,Transportation,CO2,40.84
Manipur,2022,Transportation,CH4,0.56
Manipur,2022,Agriculture,CO,0.58
Manipur,2022,Agriculture,CO2,7.95
Manipur,2022,Agriculture,CH4,10.03
Manipur,2022,Waste Management,CO,0.32
Manipur,2022,Waste Management,CO2,4.44
Manipur,2022,Waste Management,CH4,4.78
Manipur,2023,Energy,CO,2.1
Manipur,2023,Energy,CO2,38.19
Manipur,2023,Energy,CH4,3.45
Manipur,2023,Industry,CO,2.27
Manipur,2023,Industry,CO2,58.65
Manipur,2023,Industry,CH4,2.57
Manipur,2023,Transportation,CO,1.77
Manipur,2023,Transportation,CO2,23.61
Manipur,2023,Transportation,CH4,1.04
Manipur,2023,Agriculture,CO,0.41
Manipur,2023,Agriculture,CO2,13.59
Manipur,2023,Agriculture,CH4,7.74
Manipur,2023,Waste Management,CO,0.36
Manipur,2023,Waste Management,CO2,4.07
Manipur,2023,Waste Management,CH4,3.94
Manipur,2024,Energy,CO,1.82
Manipur,2024,Energy,CO2,30.58
Manipur,2024,Energy,CH4,2.27
Manipur,2024,Industry,CO,2.46
Manipur,2024,Industry,CO2,37.56
Manipur,2024,Industry,CH4,2.34
Manipur,2024,Transportation,CO,3.63
Manipur,2024,Transportation,CO2,32.9
Manipur,2024,Transportation,CH4,1.23
Manipur,2024,Agriculture,CO,0.59
Manipur,2024,Agriculture,CO2,9.38
Manipur,2024,Agriculture,CH4,6.36
Manipur,2024,Waste Management,CO,0.35
Manipur,2024,Waste Management,CO2,3.0
Manipur,2024,Waste Management,CH4,9.29
Meghalaya,2010,Energy,CO,1.91
Meghalaya,2010,Energy,CO2,47.73
Meghalaya,2010,Energy,CH4,2.42
Meghalaya,2010,Industry,CO,2.12
Meghalaya,2010,Industry,CO2,48.13
Meghalaya,2010,Industry,CH4,1.84
Meghalaya,2010,Transportation,CO,2.19
Meghalaya,2010,Transportation,CO2,15.75
Meghalaya,2010,Transportation,CH4,1.39
Meghalaya,2010,Agriculture,CO,0.34
Meghalaya,2010,Agriculture,CO2,6.65
Meghalaya,2010,Agriculture,CH4,7.78
Meghalaya,2010,Waste Management,CO,0.18
Meghalaya,2010,Waste Management,CO2,7.02
Meghalaya,2010,Waste Management,CH4,4.53
Meghalaya,2011,Energy,CO,2.24
Meghalaya,2011,Energy,CO2,34.29
Meghalaya,2011,Energy,CH4,3.43
Meghalaya,2011,Industry,CO,2.04
Meghalaya,2011,Industry,CO2,36.34
Meghalaya,2011,Industry,CH4,1.62
Meghalaya,2011,Transportation,CO,3.04
Meghalaya,2011,Transportation,CO2,21.32
Meghalaya,2011,Transportation,CH4,0.56
Meghalaya,2011,Agriculture,CO,0.27
Meghalaya,2011,Agriculture,CO2,5.06
Meghalaya,2011,Agriculture,CH4,8.63
Meghalaya,2011,Waste Management,CO,0.39
Meghalaya,2011,Waste Management,CO2,6.89
Meghalaya,2011,Waste Management,CH4,4.05
Meghalaya,2012,Energy,CO,1.29
Meghalaya,2012,Energy,CO2,33.06
Meghalaya,2012,Energy,CH4,2.41
Meghalaya,2012,Industry,CO,2.34
Meghalaya,2012,Industry,CO2,42.67
Meghalaya,2012,Industry,CH4,2.25
Meghalaya,2012,Transportation,CO,2.71
Meghalaya,2012,Transportation,CO2,30.47
Meghalaya,2012,Transportation,CH4,1.08
Meghalaya,2012,Agriculture,CO,0.74
Meghalaya,2012,Agriculture,CO2,14.36
Meghalaya,2012,Agriculture,CH4,6.16
Meghalaya,2012,Waste Management,CO,0.2
Meghalaya,2012,Waste Management,CO2,6.38
Meghalaya,2012,Waste Management,CH4,4.23
Meghalaya,2013,Energy,CO,3.48
Meghalaya,2013,Energy,CO2,59.62
Meghalaya,2013,Energy,CH4,1.88
Meghalaya,2013,Industry,CO,1.3
Meghalaya,2013,Industry,CO2,25.69
Meghalaya,2013,Industry,CH4,1.54
Meghalaya,2013,Transportation,CO,3.49
Meghalaya,2013,Transportation,CO2,24.22
Meghalaya,2013,Transportation,CH4,0.94
Meghalaya,2013,Agriculture,CO,0.33
Meghalaya,2013,Agriculture,CO2,5.72
Meghalaya,2013,Agriculture,CH4,6.2
Meghalaya,2013,Waste Management,CO,0.19
Meghalaya,2013,Waste Management,CO2,3.66
Meghalaya,2013,Waste Management,CH4,5.67
Meghalaya,2014,Energy,CO,2.89
Meghalaya,2014,Energy,CO2,44.04
Meghalaya,2014,Energy,CH4,3.81
Meghalaya,2014,Industry,CO,1.72
Meghalaya,2014,Industry,CO2,27.62
Meghalaya,2014,Industry,CH4,1.84
Meghalaya,2014,Transportation,CO,3.49
Meghalaya,2014,Transportation,CO2,34.64
Meghalaya,2014,Transportation,CH4,0.74
Meghalaya,2014,Agriculture,CO,0.46
Meghalaya,2014,Agriculture,CO2,13.21
Meghalaya,2014,Agriculture,CH4,5.24
Meghalaya,2014,Waste Management,CO,0.23
Meghalaya,2014,Waste Management,CO2,5.82
Meghalaya,2014,Waste Management,CH4,4.88
Meghalaya,2015,Energy,CO,1.86
Meghalaya,2015,Energy,CO2,33.1
Meghalaya,2015,Energy,CH4,3.66
Meghalaya,2015,Industry,CO,1.36
Meghalaya,2015,Industry,CO2,41.12
Meghalaya,2015,Industry,CH4,2.35
Meghalaya,2015,Transportation,CO,1.6
Meghalaya,2015,Transportation,CO2,29.83
Meghalaya,2015,Transportation,CH4,0.81
Meghalaya,2015,Agriculture,CO,0.28
Meghalaya,2015,Agriculture,CO2,11.05
Meghalaya,2015,Agriculture,CH4,8.15
Meghalaya,2015,Waste Management,CO,0.23
Meghalaya,2015,Waste Management,CO2,3.95
Meghalaya,2015,Waste Management,CH4,3.44
Meghalaya,2016,Energy,CO,3.32
Meghalaya,2016,Energy,CO2,66.04
Meghalaya,2016,Energy,CH4,4.25
Meghalaya,2016,Industry,CO,1.71
Meghalaya,2016,Industry,CO2,27.31
Meghalaya,2016,Industry,CH4,3.05
Meghalaya,2016,Transportation,CO,4.19
Meghalaya,2016,Transportation,CO2,37.06
Meghalaya,2016,Transportation,CH4,1.03
Meghalaya,2016,Agriculture,CO,0.26
Meghalaya,2016,Agriculture,CO2,7.08
Meghalaya,2016,Agriculture,CH4,5.04
Meghalaya,2016,Waste Management,CO,0.3
Meghalaya,2016,Waste Management,CO2,4.17
Meghalaya,2016,Waste Management,CH4,7.37
Meghalaya,2017,Energy,CO,1.62
Meghalaya,2017,Energy,CO2,34.08
Meghalaya,2017,Energy,CH4,3.5
Meghalaya,2017,Industry,CO,1.64
Meghalaya,2017,Industry,CO2,50.74
Meghalaya,2017,Industry,CH4,2.88
Meghalaya,2017,Transportation,CO,3.57
Meghalaya,2017,Transportation,CO2,26.31
Meghalaya,2017,Transportation,CH4,0.83
Meghalaya,2017,Agriculture,CO,0.29
Meghalaya,2017,Agriculture,CO2,12.01
Meghalaya,2017,Agriculture,CH4,8.11
Meghalaya,2017,Waste Management,CO,0.26
Meghalaya,2017,Waste Management,CO2,6.8
Meghalaya,2017,Waste Management,CH4,4.64
Meghalaya,2018,Energy,CO,2.36
Meghalaya,2018,Energy,CO2,64.8
Meghalaya,2018,Energy,CH4,2.28
Meghalaya,2018,Industry,CO,2.17
Meghalaya,2018,Industry,CO2,56.36
Meghalaya,2018,Industry,CH4,3.31
Meghalaya,2018,Transportation,CO,2.24
Meghalaya,2018,Transportation,CO2,31.5
Meghalaya,2018,Transportation,CH4,1.48
Meghalaya,2018,Agriculture,CO,0.44
Meghalaya,2018,Agriculture,CO2,9.74
Meghalaya,2018,Agriculture,CH4,11.03
Meghalaya,2018,Waste Management,CO,0.3
Meghalaya,2018,Waste Management,CO2,6.01
Meghalaya,2018,Waste Management,CH4,8.77
Meghalaya,2019,Energy,CO,2.21
Meghalaya,2019,Energy,CO2,40.28
Meghalaya,2019,Energy,CH4,2.32
Meghalaya,2019,Industry,CO,2.12
Meghalaya,2019,Industry,CO2,45.16
Meghalaya,2019,Industry,CH4,2.68
Meghalaya,2019,Transportation,CO,2.33
Meghalaya,2019,Transportation,CO2,17.37
Meghalaya,2019,Transportation,CH4,0.77
Meghalaya,2019,Agriculture,CO,0.72
Meghalaya,2019,Agriculture,CO2,7.71
Meghalaya,2019,Agriculture,CH4,8.46
Meghalaya,2019,Waste Management,CO,0.16
Meghalaya,2019,Waste Management,CO2,6.0
Meghalaya,2019,Waste Management,CH4,8.97
Meghalaya,2020,Energy,CO,3.33
Meghalaya,2020,Energy,CO2,40.88
Meghalaya,2020,Energy,CH4,2.09
Meghalaya,2020,Industry,CO,2.69
Meghalaya,2020,Industry,CO2,25.19
Meghalaya,2020,Industry,CH4,3.66
Meghalaya,2020,Transportation,CO,1.75
Meghalaya,2020,Transportation,CO2,32.4
Meghalaya,2020,Transportation,CH4,1.37
Meghalaya,2020,Agriculture,CO,0.3
Meghalaya,2020,Agriculture,CO2,9.68
Meghalaya,2020,Agriculture,CH4,6.87
Meghalaya,2020,Waste Management,CO,0.35
Meghalaya,2020,Waste Management,CO2,7.06
Meghalaya,2020,Waste Management,CH4,8.54
Meghalaya,2021,Energy,CO,1.34
Meghalaya,2021,Energy,CO2,45.95
Meghalaya,2021,Energy,CH4,3.17
Meghalaya,2021,Industry,CO,2.04
Meghalaya,2021,Industry,CO2,56.37
Meghalaya,2021,Industry,CH4,3.22
Meghalaya,2021,Transportation,CO,3.43
Meghalaya,2021,Transportation,CO2,30.8
Meghalaya,2021,Transportation,CH4,0.81
Meghalaya,2021,Agriculture,CO,0.7
Meghalaya,2021,Agriculture,CO2,8.95
Meghalaya,2021,Agriculture,CH4,11.5
Meghalaya,2021,Waste Management,CO,0.42
Meghalaya,2021,Waste Management,CO2,5.28
Meghalaya,2021,Waste Management,CH4,9.51
Meghalaya,2022,Energy,CO,1.84
Meghalaya,2022,Energy,CO2,51.17
Meghalaya,2022,Energy,CH4,3.23
Meghalaya,2022,Industry,CO,1.54
Meghalaya,2022,Industry,CO2,24.59
Meghalaya,2022,Industry,CH4,1.73
Meghalaya,2022,Transportation,CO,1.81
Meghalaya,2022,Transportation,CO2,16.27
Meghalaya,2022,Transportation,CH4,1.21
Meghalaya,2022,Agriculture,CO,0.29
Meghalaya,2022,Agriculture,CO2,12.86
Meghalaya,2022,Agriculture,CH4,4.79
Meghalaya,2022,Waste Management,CO,0.17
Meghalaya,2022,Waste Management,CO2,2.87
Meghalaya,2022,Waste Management,CH4,3.35
Meghalaya,2023,Energy,CO,1.45
Meghalaya,2023,Energy,CO2,70.23
Meghalaya,2023,Energy,CH4,3.14
Meghalaya,2023,Industry,CO,1.74
Meghalaya,2023,Industry,CO2,34.32
Meghalaya,2023,Industry,CH4,1.35
Meghalaya,2023,Transportation,CO,4.38
Meghalaya,2023,Transportation,CO2,35.8
Meghalaya,2023,Transportation,CH4,0.82
Meghalaya,2023,Agriculture,CO,0.52
Meghalaya,2023,Agriculture,CO2,14.56
Meghalaya,2023,Agriculture,CH4,9.48
Meghalaya,2023,Waste Management,CO,0.2
Meghalaya,2023,Waste Management,CO2,2.67
Meghalaya,2023,Waste Management,CH4,8.43
Meghalaya,2024,Energy,CO,1.41
Meghalaya,2024,Energy,CO2,38.23
Meghalaya,2024,Energy,CH4,1.62
Meghalaya,2024,Industry,CO,1.06
Meghalaya,2024,Industry,CO2,22.48
Meghalaya,2024,Industry,CH4,3.44
Meghalaya,2024,Transportation,CO,2.9
Meghalaya,2024,Transportation,CO2,25.29
Meghalaya,2024,Transportation,CH4,0.51
Meghalaya,2024,Agriculture,CO,0.68
Meghalaya,2024,Agriculture,CO2,11.59
Meghalaya,2024,Agriculture,CH4,5.87
Meghalaya,2024,Waste Management,CO,0.37
Meghalaya,2024,Waste Management,CO2,3.99
Meghalaya,2024,Waste Management,CH4,4.01
Mizoram,2010,Energy,CO,2.86
Mizoram,2010,Energy,CO2,30.5
Mizoram,2010,Energy,CH4,3.78
Mizoram,2010,Industry,CO,1.82
Mizoram,2010,Industry,CO2,32.17
Mizoram,2010,Industry,CH4,3.12
Mizoram,2010,Transportation,CO,1.73
Mizoram,2010,Transportation,CO2,36.55
Mizoram,2010,Transportation,CH4,0.95
Mizoram,2010,Agriculture,CO,0.33
Mizoram,2010,Agriculture,CO2,7.93
Mizoram,2010,Agriculture,CH4,10.31
Mizoram,2010,Waste Management,CO,0.29
Mizoram,2010,Waste Management,CO2,4.26
Mizoram,2010,Waste Management,CH4,3.37
Mizoram,2011,Energy,CO,1.61
Mizoram,2011,Energy,CO2,25.69
Mizoram,2011,Energy,CH4,3.62
Mizoram,2011,Industry,CO,1.65
Mizoram,2011,Industry,CO2,53.64
Mizoram,2011,Industry,CH4,3.15
Mizoram,2011,Transportation,CO,3.12
Mizoram,2011,Transportation,CO2,17.36
Mizoram,2011,Transportation,CH4,0.98
Mizoram,2011,Agriculture,CO,0.46
Mizoram,2011,Agriculture,CO2,11.81
Mizoram,2011,Agriculture,CH4,5.55
Mizoram,2011,Waste Management,CO,0.44
Mizoram,2011,Waste Management,CO2,7.09
Mizoram,2011,Waste Management,CH4,8.78
Mizoram,2012,Energy,CO,1.79
Mizoram,2012,Energy,CO2,27.19
Mizoram,2012,Energy,CH4,2.31
Mizoram,2012,Industry,CO,2.32
Mizoram,2012,Industry,CO2,28.34
Mizoram,2012,Industry,CH4,3.12
Mizoram,2012,Transportation,CO,3.58
Mizoram,2012,Transportation,CO2,29.04
Mizoram,2012,Transportation,CH4,1.41
Mizoram,2012,Agriculture,CO,0.5
Mizoram,2012,Agriculture,CO2,7.73
Mizoram,2012,Agriculture,CH4,6.86
Mizoram,2012,Waste Management,CO,0.23
Mizoram,2012,Waste Management,CO2,5.17
Mizoram,2012,Waste Management,CH4,5.39
Mizoram,2013,Energy,CO,3.29
Mizoram,2013,Energy,CO2,39.61
Mizoram,2013,Energy,CH4,3.66
Mizoram,2013,Industry,CO,2.19
Mizoram,2013,Industry,CO2,51.86
Mizoram,2013,Industry,CH4,2.91
Mizoram,2013,Transportation,CO,4.44
Mizoram,2013,Transportation,CO2,33.59
Mizoram,2013,Transportation,CH4,0.57
Mizoram,2013,Agriculture,CO,0.59
Mizoram,2013,Agriculture,CO2,9.26
Mizoram,2013,Agriculture,CH4,9.42
Mizoram,2013,Waste Management,CO,0.36
Mizoram,2013,Waste Management,CO2,4.36
Mizoram,2013,Waste Management,CH4,3.95
Mizoram,2014,Energy,CO,2.05
Mizoram,2014,Energy,CO2,45.63
Mizoram,2014,Energy,CH4,1.69
Mizoram,2014,Industry,CO,2.01
Mizoram,2014,Industry,CO2,45.38
Mizoram,2014,Industry,CH4,2.73
Mizoram,2014,Transportation,CO,2.34
Mizoram,2014,Transportation,CO2,32.7
Mizoram,2014,Transportation,CH4,0.57
Mizoram,2014,Agriculture,CO,0.26
Mizoram,2014,Agriculture,CO2,13.35
Mizoram,2014,Agriculture,CH4,10.62
Mizoram,2014,Waste Management,CO,0.38
Mizoram,2014,Waste Management,CO2,3.59
Mizoram,2014,Waste Management,CH4,8.93
Mizoram,2015,Energy,CO,1.65
Mizoram,2015,Energy,CO2,56.54
Mizoram,2015,Energy,CH4,3.97
Mizoram,2015,Industry,CO,1.73
Mizoram,2015,Industry,CO2,48.31
Mizoram,2015,Industry,CH4,2.29
Mizoram,2015,Transportation,CO,3.56
Mizoram,2015,Transportation,CO2,18.01
Mizoram,2015,Transportation,CH4,1.31
Mizoram,2015,Agriculture,CO,0.6
Mizoram,2015,Agriculture,CO2,13.17
Mizoram,2015,Agriculture,CH4,11.4
Mizoram,2015,Waste Management,CO,0.18
Mizoram,2015,Waste Management,CO2,2.59
Mizoram,2015,Waste Management,CH4,5.09
Mizoram,2016,Energy,CO,1.34
Mizoram,2016,Energy,CO2,36.51
Mizoram,2016,Energy,CH4,3.63
Mizoram,2016,Industry,CO,1.15
Mizoram,2016,Industry,CO2,53.93
Mizoram,2016,Industry,CH4,3.12
Mizoram,2016,Transportation,CO,2.16
Mizoram,2016,Transportation,CO2,37.79
Mizoram,2016,Transportation,CH4,0.85
Mizoram,2016,Agriculture,CO,0.74
Mizoram,2016,Agriculture,CO2,9.35
Mizoram,2016,Agriculture,CH4,9.13
Mizoram,2016,Waste Management,CO,0.17
Mizoram,2016,Waste Management,CO2,4.98
Mizoram,2016,Waste Management,CH4,6.31
Mizoram,2017,Energy,CO,1.64
Mizoram,2017,Energy,CO2,68.91
Mizoram,2017,Energy,CH4,3.9
Mizoram,2017,Industry,CO,1.66
Mizoram,2017,Industry,CO2,36.12
Mizoram,2017,Industry,CH4,3.73
Mizoram,2017,Transportation,CO,2.02
Mizoram,2017,Transportation,CO2,22.44
Mizoram,2017,Transportation,CH4,1.3
Mizoram,2017,Agriculture,CO,0.44
Mizoram,2017,Agriculture,CO2,12.95
Mizoram,2017,Agriculture,CH4,4.8
Mizoram,2017,Waste Management,CO,0.43
Mizoram,2017,Waste Management,CO2,6.78
Mizoram,2017,Waste Management,CH4,8.34
Mizoram,2018,Energy,CO,2.29
Mizoram,2018,Energy,CO2,54.51
Mizoram,2018,Energy,CH4,1.64
Mizoram,2018,Industry,CO,2.46
Mizoram,2018,Industry,CO2,22.53
Mizoram,2018,Industry,CH4,3.58
Mizoram,2018,Transportation,CO,3.99
Mizoram,2018,Transportation,CO2,33.09
Mizoram,2018,Transportation,CH4,1.05
Mizoram,2018,Agriculture,CO,0.26
Mizoram,2018,Agriculture,CO2,5.54
Mizoram,2018,Agriculture,CH4,6.37
Mizoram,2018,Waste Management,CO,0.38
Mizoram,2018,Waste Management,CO2,6.84
Mizoram,2018,Waste Management,CH4,5.04
Mizoram,2019,Energy,CO,1.65
Mizoram,2019,Energy,CO2,47.75
Mizoram,2019,Energy,CH4,1.54
Mizoram,2019,Industry,CO,2.4
Mizoram,2019,Industry,CO2,43.66
Mizoram,2019,Industry,CH4,2.71
Mizoram,2019,Transportation,CO,2.31
Mizoram,2019,Transportation,CO2,21.52
Mizoram,2019,Transportation,CH4,0.77
Mizoram,2019,Agriculture,CO,0.65
Mizoram,2019,Agriculture,CO2,5.61
Mizoram,2019,Agriculture,CH4,8.73
Mizoram,2019,Waste Management,CO,0.35
Mizoram,2019,Waste Management,CO2,5.68
Mizoram,2019,Waste Management,CH4,9.06
Mizoram,2020,Energy,CO,1.78
Mizoram,2020,Energy,CO2,61.76
Mizoram,2020,Energy,CH4,4.32
Mizoram,2020,Industry,CO,2.2
Mizoram,2020,Industry,CO2,50.76
Mizoram,2020,Industry,CH4,2.27
Mizoram,2020,Transportation,CO,4.05
Mizoram,2020,Transportation,CO2,26.39
Mizoram,2020,Transportation,CH4,0.68
Mizoram,2020,Agriculture,CO,0.64
Mizoram,2020,Agriculture,CO2,5.33
Mizoram,2020,Agriculture,CH4,6.9
Mizoram,2020,Waste Management,CO,0.34
Mizoram,2020,Waste Management,CO2,2.92
Mizoram,2020,Waste Management,CH4,9.4
Mizoram,2021,Energy,CO,1.34
Mizoram,2021,Energy,CO2,67.14
Mizoram,2021,Energy,CH4,3.66
Mizoram,2021,Industry,CO,1.51
Mizoram,2021,Industry,CO2,57.56
Mizoram,2021,Industry,CH4,1.95
Mizoram,2021,Transportation,CO,1.61
Mizoram,2021,Transportation,CO2,34.64
Mizoram,2021,Transportation,CH4,1.08
Mizoram,2021,Agriculture,CO,0.51
Mizoram,2021,Agriculture,CO2,6.58
Mizoram,2021,Agriculture,CH4,4.53
Mizoram,2021,Waste Management,CO,0.24
Mizoram,2021,Waste Management,CO2,6.83
Mizoram,2021,Waste Management,CH4,6.95
Mizoram,2022,Energy,CO,3.07
Mizoram,2022,Energy,CO2,49.22
Mizoram,2022,Energy,CH4,4.11
Mizoram,2022,Industry,CO,1.37
Mizoram,2022,Industry,CO2,33.27
Mizoram,2022,Industry,CH4,3.36
Mizoram,2022,Transportation,CO,3.51
Mizoram,2022,Transportation,CO2,31.05
Mizoram,2022,Transportation,CH4,0.68
Mizoram,2022,Agriculture,CO,0.56
Mizoram,2022,Agriculture,CO2,12.9
Mizoram,2022,Agriculture,CH4,4.88
Mizoram,2022,Waste Management,CO,0.32
Mizoram,2022,Waste Management,CO2,3.22
Mizoram,2022,Waste Management,CH4,6.05
Mizoram,2023,Energy,CO,2.9
Mizoram,2023,Energy,CO2,26.13
Mizoram,2023,Energy,CH4,1.83
Mizoram,2023,Industry,CO,2.01
Mizoram,2023,Industry,CO2,44.26
Mizoram,2023,Industry,CH4,3.69
Mizoram,2023,Transportation,CO,2.49
Mizoram,2023,Transportation,CO2,33.32
Mizoram,2023,Transportation,CH4,0.85
Mizoram,2023,Agriculture,CO,0.28
Mizoram,2023,Agriculture,CO2,12.78
Mizoram,2023,Agriculture,CH4,8.41
Mizoram,2023,Waste Management,CO,0.27
Mizoram,2023,Waste Management,CO2,2.85
Mizoram,2023,Waste Management,CH4,3.63
Mizoram,2024,Energy,CO,2.55
Mizoram,2024,Energy,CO2,60.37
Mizoram,2024,Energy,CH4,2.65
Mizoram,2024,Industry,CO,1.67
Mizoram,2024,Industry,CO2,20.67
Mizoram,2024,Industry,CH4,1.84
Mizoram,2024,Transportation,CO,1.88
Mizoram,2024,Transportation,CO2,42.09
Mizoram,2024,Transportation,CH4,0.9
Mizoram,2024,Agriculture,CO,0.55
Mizoram,2024,Agriculture,CO2,10.42
Mizoram,2024,Agriculture,CH4,10.97
Mizoram,2024,Waste Management,CO,0.32
Mizoram,2024,Waste Management,CO2,4.34
Mizoram,2024,Waste Management,CH4,5.64
Nagaland,2010,Energy,CO,2.55
Nagaland,2010,Energy,CO2,50.0
Nagaland,2010,Energy,CH4,3.85
Nagaland,2010,Industry,CO,2.3
Nagaland,2010,Industry,CO2,56.93
Nagaland,2010,Industry,CH4,2.51
Nagaland,2010,Transportation,CO,3.51
Nagaland,2010,Transportation,CO2,15.06
Nagaland,2010,Transportation,CH4,0.92
Nagaland,2010,Agriculture,CO,0.32
Nagaland,2010,Agriculture,CO2,9.86
Nagaland,2010,Agriculture,CH4,5.96
Nagaland,2010,Waste Management,CO,0.21
Nagaland,2010,Waste Management,CO2,6.08
Nagaland,2010,Waste Management,CH4,6.88
Nagaland,2011,Energy,CO,1.68
Nagaland,2011,Energy,CO2,54.96
Nagaland,2011,Energy,CH4,2.23
Nagaland,2011,Industry,CO,1.34
Nagaland,2011,Industry,CO2,31.88
Nagaland,2011,Industry,CH4,3.2
Nagaland,2011,Transportation,CO,2.47
Nagaland,2011,Transportation,CO2,20.66
Nagaland,2011,Transportation,CH4,1.43
Nagaland,2011,Agriculture,CO,0.69
Nagaland,2011,Agriculture,CO2,11.58
Nagaland,2011,Agriculture,CH4,4.59
Nagaland,2011,Waste Management,CO,0.42
Nagaland,2011,Waste Management,CO2,2.68
Nagaland,2011,Waste Management,CH4,4.16
Nagaland,2012,Energy,CO,1.75
Nagaland,2012,Energy,CO2,31.63
Nagaland,2012,Energy,CH4,2.54
Nagaland,2012,Industry,CO,2.19
Nagaland,2012,Industry,CO2,37.06
Nagaland,2012,Industry,CH4,2.92
Nagaland,2012,Transportation,CO,3.26
Nagaland,2012,Transportation,CO2,16.82
Nagaland,2012,Transportation,CH4,1.24
Nagaland,2012,Agriculture,CO,0.51
Nagaland,2012,Agriculture,CO2,13.16
Nagaland,2012,Agriculture,CH4,11.44
Nagaland,2012,Waste Management,CO,0.19
