state,year,sector,emission_(metric_tons)
Odisha,2021,Agriculture,18.43
Odisha,2021,Energy,54.120000000000005
Odisha,2021,Industry,33.2
Odisha,2021,Transportation,29.31
Odisha,2021,Waste Management,12.18
Odisha,2022,Agriculture,16.099999999999998
Odisha,2022,Energy,67.48
Odisha,2022,Industry,40.61
Odisha,2022,Transportation,35.45
Odisha,2022,Waste Management,10.780000000000001
Odisha,2023,Agriculture,25.43
Odisha,2023,Energy,70.85000000000001
Odisha,2023,Industry,24.85
Odisha,2023,Transportation,47.79
Odisha,2023,Waste Management,8.05
Odisha,2024,Agriculture,11.780000000000001
Odisha,2024,Energy,60.47
Odisha,2024,Industry,61.96
Odisha,2024,Transportation,45.629999999999995
Odisha,2024,Waste Management,10.89
Punjab,2010,Agriculture,20.46
Punjab,2010,Energy,70.21
Punjab,2010,Industry,26.58
Punjab,2010,Transportation,24.77
Punjab,2010,Waste Management,10.2
Punjab,2011,Agriculture,22.17
Punjab,2011,Energy,76.39
Punjab,2011,Industry,56.06
Punjab,2011,Transportation,48.13
Punjab,2011,Waste Management,8.8
Punjab,2012,Agriculture,21.38
Punjab,2012,Energy,71.28999999999999
Punjab,2012,Industry,59.98
Punjab,2012,Transportation,36.260000000000005
Punjab,2012,Waste Management,11.98
Punjab,2013,Agriculture,20.25
Punjab,2013,Energy,50.510000000000005
Punjab,2013,Industry,59.82000000000001
Punjab,2013,Transportation,38.97
Punjab,2013,Waste Management,15.08
Punjab,2014,Agriculture,18.299999999999997
Punjab,2014,Energy,61.82
Punjab,2014,Industry,46.97
Punjab,2014,Transportation,44.81
Punjab,2014,Waste Management,6.33
Punjab,2015,Agriculture,10.46
Punjab,2015,Energy,38.09
Punjab,2015,Industry,26.71
Punjab,2015,Transportation,34.18
Punjab,2015,Waste Management,13.25
Punjab,2016,Agriculture,19.66
Punjab,2016,Energy,56.45
Punjab,2016,Industry,37.56
Punjab,2016,Transportation,39.83
Punjab,2016,Waste Management,14.190000000000001
Punjab,2017,Agriculture,21.6
Punjab,2017,Energy,43.86
Punjab,2017,Industry,41.839999999999996
Punjab,2017,Transportation,43.09
Punjab,2017,Waste Management,14.77
Punjab,2018,Agriculture,19.580000000000002
Punjab,2018,Energy,32.11
Punjab,2018,Industry,28.9
Punjab,2018,Transportation,34.160000000000004
Punjab,2018,Waste Management,14.719999999999999
Punjab,2019,Agriculture,22.55
Punjab,2019,Energy,32.28
Punjab,2019,Industry,37.660000000000004
Punjab,2019,Transportation,23.460000000000004
Punjab,2019,Waste Management,15.34
Punjab,2020,Agriculture,14.520000000000001
Punjab,2020,Energy,32.86
Punjab,2020,Industry,51.74
Punjab,2020,Transportation,30.330000000000002
Punjab,2020,Waste Management,8.379999999999999
Punjab,2021,Agriculture,17.82
Punjab,2021,Energy,58.510000000000005
Punjab,2021,Industry,50.62
Punjab,2021,Transportation,20.85
Punjab,2021,Waste Management,12.43
Punjab,2022,Agriculture,17.62
Punjab,2022,Energy,35.64
Punjab,2022,Industry,39.910000000000004
Punjab,2022,Transportation,36.010000000000005
Punjab,2022,Waste Management,12.52
Punjab,2023,Agriculture,16.74
Punjab,2023,Energy,52.42
Punjab,2023,Industry,26.49
Punjab,2023,Transportation,37.24
Punjab,2023,Waste Management,12.52
Punjab,2024,Agriculture,17.2
Punjab,2024,Energy,56.489999999999995
Punjab,2024,Industry,48.69
Punjab,2024,Transportation,23.950000000000003
Punjab,2024,Waste Management,10.73
Rajasthan,2010,Agriculture,15.900000000000002
Rajasthan,2010,Energy,69.22999999999999
Rajasthan,2010,Industry,55.19
Rajasthan,2010,Transportation,30.039999999999996
Rajasthan,2010,Waste Management,13.93
Rajasthan,2011,Agriculture,18.92
Rajasthan,2011,Energy,39.7
Rajasthan,2011,Industry,27.24
Rajasthan,2011,Transportation,40.48
Rajasthan,2011,Waste Management,11.24
Rajasthan,2012,Agriculture,23.28
Rajasthan,2012,Energy,74.34
Rajasthan,2012,Industry,48.3
Rajasthan,2012,Transportation,38.699999999999996
Rajasthan,2012,Waste Management,14.040000000000001
Rajasthan,2013,Agriculture,19.439999999999998
Rajasthan,2013,Energy,62.5
Rajasthan,2013,Industry,37.330000000000005
Rajasthan,2013,Transportation,20.8
Rajasthan,2013,Waste Management,12.89
Rajasthan,2014,Agriculture,14.440000000000001
Rajasthan,2014,Energy,38.12
Rajasthan,2014,Industry,56.57
Rajasthan,2014,Transportation,41.45
Rajasthan,2014,Waste Management,10.120000000000001
Rajasthan,2015,Agriculture,18.85
Rajasthan,2015,Energy,52.589999999999996
Rajasthan,2015,Industry,63.160000000000004
Rajasthan,2015,Transportation,32.24
Rajasthan,2015,Waste Management,9.2
Rajasthan,2016,Agriculture,18.41
Rajasthan,2016,Energy,49.88
Rajasthan,2016,Industry,43.010000000000005
Rajasthan,2016,Transportation,29.78
Rajasthan,2016,Waste Management,11.120000000000001
Rajasthan,2017,Agriculture,21.13
Rajasthan,2017,Energy,50.68
Rajasthan,2017,Industry,29.13
Rajasthan,2017,Transportation,20.009999999999998
Rajasthan,2017,Waste Management,8.29
Rajasthan,2018,Agriculture,11.05
Rajasthan,2018,Energy,40.34
Rajasthan,2018,Industry,31.58
Rajasthan,2018,Transportation,44.89
Rajasthan,2018,Waste Management,11.129999999999999
Rajasthan,2019,Agriculture,18.79
Rajasthan,2019,Energy,55.52
Rajasthan,2019,Industry,40.89
Rajasthan,2019,Transportation,43.36000000000001
Rajasthan,2019,Waste Management,14.09
Rajasthan,2020,Agriculture,20.06
Rajasthan,2020,Energy,39.18
Rajasthan,2020,Industry,33.5
Rajasthan,2020,Transportation,33.89
Rajasthan,2020,Waste Management,13.27
Rajasthan,2021,Agriculture,24.41
Rajasthan,2021,Energy,54.51
Rajasthan,2021,Industry,59.53
Rajasthan,2021,Transportation,41.28999999999999
Rajasthan,2021,Waste Management,12.870000000000001
Rajasthan,2022,Agriculture,14.05
Rajasthan,2022,Energy,49.03
Rajasthan,2022,Industry,60.79
Rajasthan,2022,Transportation,49.400000000000006
Rajasthan,2022,Waste Management,12.690000000000001
Rajasthan,2023,Agriculture,20.96
Rajasthan,2023,Energy,44.07
Rajasthan,2023,Industry,63.82
Rajasthan,2023,Transportation,41.900000000000006
Rajasthan,2023,Waste Management,8.5
Rajasthan,2024,Agriculture,19.369999999999997
Rajasthan,2024,Energy,50.56
Rajasthan,2024,Industry,46.629999999999995
Rajasthan,2024,Transportation,21.150000000000002
Rajasthan,2024,Waste Management,12.180000000000001
Sikkim,2010,Agriculture,16.02
Sikkim,2010,Energy,75.64
Sikkim,2010,Industry,33.120000000000005
Sikkim,2010,Transportation,32.75
Sikkim,2010,Waste Management,14.16
Sikkim,2011,Agriculture,12.75
Sikkim,2011,Energy,32.08
Sikkim,2011,Industry,41.47
Sikkim,2011,Transportation,36.550000000000004
Sikkim,2011,Waste Management,12.81
Sikkim,2012,Agriculture,23.1
Sikkim,2012,Energy,52.629999999999995
Sikkim,2012,Industry,49.79
Sikkim,2012,Transportation,28.509999999999998
Sikkim,2012,Waste Management,10.8
Sikkim,2013,Agriculture,12.89
Sikkim,2013,Energy,48.940000000000005
Sikkim,2013,Industry,27.51
Sikkim,2013,Transportation,27.8
Sikkim,2013,Waste Management,8.91
Sikkim,2014,Agriculture,13.98
Sikkim,2014,Energy,41.71
Sikkim,2014,Industry,58.690000000000005
Sikkim,2014,Transportation,22.26
Sikkim,2014,Waste Management,14.64
Sikkim,2015,Agriculture,14.719999999999999
Sikkim,2015,Energy,78.74
Sikkim,2015,Industry,40.379999999999995
Sikkim,2015,Transportation,18.810000000000002
Sikkim,2015,Waste Management,8.13
Sikkim,2016,Agriculture,21.04
Sikkim,2016,Energy,79.39
Sikkim,2016,Industry,51.019999999999996
Sikkim,2016,Transportation,21.61
Sikkim,2016,Waste Management,12.24
Sikkim,2017,Agriculture,26.28
Sikkim,2017,Energy,45.199999999999996
Sikkim,2017,Industry,42.78
Sikkim,2017,Transportation,47.45
Sikkim,2017,Waste Management,10.940000000000001
Sikkim,2018,Agriculture,16.369999999999997
Sikkim,2018,Energy,72.72
Sikkim,2018,Industry,32.07
Sikkim,2018,Transportation,34.9
Sikkim,2018,Waste Management,13.43
Sikkim,2019,Agriculture,21.17
Sikkim,2019,Energy,37.07
Sikkim,2019,Industry,42.519999999999996
Sikkim,2019,Transportation,26.150000000000002
Sikkim,2019,Waste Management,8.87
Sikkim,2020,Agriculture,21.96
Sikkim,2020,Energy,68.77000000000001
Sikkim,2020,Industry,24.499999999999996
Sikkim,2020,Transportation,44.540000000000006
Sikkim,2020,Waste Management,8.74
Sikkim,2021,Agriculture,13.530000000000001
Sikkim,2021,Energy,77.29
Sikkim,2021,Industry,29.130000000000003
Sikkim,2021,Transportation,32.97
Sikkim,2021,Waste Management,14.16
Sikkim,2022,Agriculture,25.14
Sikkim,2022,Energy,48.769999999999996
Sikkim,2022,Industry,30.200000000000003
Sikkim,2022,Transportation,28.61
Sikkim,2022,Waste Management,14.870000000000001
Sikkim,2023,Agriculture,12.89
Sikkim,2023,Energy,66.72
Sikkim,2023,Industry,60.379999999999995
Sikkim,2023,Transportation,31.21
Sikkim,2023,Waste Management,12.3
Sikkim,2024,Agriculture,16.08
Sikkim,2024,Energy,43.449999999999996
Sikkim,2024,Industry,58.79
Sikkim,2024,Transportation,27.36
Sikkim,2024,Waste Management,10.77
Tamil Nadu,2010,Agriculture,15.42
Tamil Nadu,2010,Energy,64.24000000000001
Tamil Nadu,2010,Industry,33.82
Tamil Nadu,2010,Transportation,23.98
Tamil Nadu,2010,Waste Management,12.6
Tamil Nadu,2011,Agriculture,23.82
Tamil Nadu,2011,Energy,32.730000000000004
Tamil Nadu,2011,Industry,55.169999999999995
Tamil Nadu,2011,Transportation,45.650000000000006
Tamil Nadu,2011,Waste Management,11.219999999999999
Tamil Nadu,2012,Agriculture,14.040000000000003
Tamil Nadu,2012,Energy,40.74
Tamil Nadu,2012,Industry,62.74
Tamil Nadu,2012,Transportation,31.31
Tamil Nadu,2012,Waste Management,12.07
Tamil Nadu,2013,Agriculture,18.7
Tamil Nadu,2013,Energy,32.83
Tamil Nadu,2013,Industry,49.43
Tamil Nadu,2013,Transportation,31.4
Tamil Nadu,2013,Waste Management,14.09
Tamil Nadu,2014,Agriculture,19.240000000000002
Tamil Nadu,2014,Energy,31.529999999999998
Tamil Nadu,2014,Industry,50.379999999999995
Tamil Nadu,2014,Transportation,19.799999999999997
Tamil Nadu,2014,Waste Management,8.43
Tamil Nadu,2015,Agriculture,18.99
Tamil Nadu,2015,Energy,64.91
Tamil Nadu,2015,Industry,51.910000000000004
Tamil Nadu,2015,Transportation,44.57
Tamil Nadu,2015,Waste Management,15.07
Tamil Nadu,2016,Agriculture,16.5
Tamil Nadu,2016,Energy,80.88
Tamil Nadu,2016,Industry,52.769999999999996
Tamil Nadu,2016,Transportation,39.489999999999995
Tamil Nadu,2016,Waste Management,14.93
Tamil Nadu,2017,Agriculture,10.84
Tamil Nadu,2017,Energy,59.580000000000005
Tamil Nadu,2017,Industry,23.59
Tamil Nadu,2017,Transportation,41.510000000000005
Tamil Nadu,2017,Waste Management,14.82
Tamil Nadu,2018,Agriculture,16.12
Tamil Nadu,2018,Energy,52.67999999999999
Tamil Nadu,2018,Industry,32.410000000000004
Tamil Nadu,2018,Transportation,25.11
Tamil Nadu,2018,Waste Management,15.530000000000001
Tamil Nadu,2019,Agriculture,21.47
Tamil Nadu,2019,Energy,45.78999999999999
Tamil Nadu,2019,Industry,59.53
Tamil Nadu,2019,Transportation,46.15
Tamil Nadu,2019,Waste Management,11.22
Tamil Nadu,2020,Agriculture,10.86
Tamil Nadu,2020,Energy,42.21
Tamil Nadu,2020,Industry,40.61
Tamil Nadu,2020,Transportation,29.400000000000002
Tamil Nadu,2020,Waste Management,11.05
Tamil Nadu,2021,Agriculture,16.68
Tamil Nadu,2021,Energy,59.03000000000001
Tamil Nadu,2021,Industry,27.18
Tamil Nadu,2021,Transportation,27.790000000000003
Tamil Nadu,2021,Waste Management,12.34
Tamil Nadu,2022,Agriculture,12.440000000000001
Tamil Nadu,2022,Energy,65.52999999999999
Tamil Nadu,2022,Industry,39.300000000000004
Tamil Nadu,2022,Transportation,35.97
Tamil Nadu,2022,Waste Management,9.870000000000001
Tamil Nadu,2023,Agriculture,25.509999999999998
Tamil Nadu,2023,Energy,76.56
Tamil Nadu,2023,Industry,61.12
Tamil Nadu,2023,Transportation,36.53
Tamil Nadu,2023,Waste Management,11.55
Tamil Nadu,2024,Agriculture,16.060000000000002
Tamil Nadu,2024,Energy,51.38
Tamil Nadu,2024,Industry,62.199999999999996
Tamil Nadu,2024,Transportation,26.56
Tamil Nadu,2024,Waste Management,11.16
Telangana,2010,Agriculture,19.490000000000002
Telangana,2010,Energy,57.21
Telangana,2010,Industry,51.6
Telangana,2010,Transportation,30.31
Telangana,2010,Waste Management,8.05
Telangana,2011,Agriculture,20.4
Telangana,2011,Energy,63.69
Telangana,2011,Industry,43.709999999999994
Telangana,2011,Transportation,39.99
Telangana,2011,Waste Management,11.71
Telangana,2012,Agriculture,16.5
Telangana,2012,Energy,74.59
Telangana,2012,Industry,30.08
Telangana,2012,Transportation,37.010000000000005
Telangana,2012,Waste Management,12.989999999999998
Telangana,2013,Agriculture,13.83
Telangana,2013,Energy,33.85
Telangana,2013,Industry,44.64
Telangana,2013,Transportation,20.970000000000002
Telangana,2013,Waste Management,13.940000000000001
Telangana,2014,Agriculture,17.69
Telangana,2014,Energy,55.629999999999995
Telangana,2014,Industry,38.89
Telangana,2014,Transportation,46.449999999999996
Telangana,2014,Waste Management,11.870000000000001
Telangana,2015,Agriculture,18.839999999999996
Telangana,2015,Energy,73.77000000000001
Telangana,2015,Industry,49.39
Telangana,2015,Transportation,26.9
Telangana,2015,Waste Management,8.32
Telangana,2016,Agriculture,26.299999999999997
Telangana,2016,Energy,70.52999999999999
Telangana,2016,Industry,56.07000000000001
Telangana,2016,Transportation,37.08
Telangana,2016,Waste Management,10.41
Telangana,2017,Agriculture,19.47
Telangana,2017,Energy,52.419999999999995
Telangana,2017,Industry,46.60999999999999
Telangana,2017,Transportation,20.46
Telangana,2017,Waste Management,17.15
Telangana,2018,Agriculture,18.29
Telangana,2018,Energy,73.19999999999999
Telangana,2018,Industry,26.47
Telangana,2018,Transportation,29.27
Telangana,2018,Waste Management,14.799999999999999
Telangana,2019,Agriculture,19.53
Telangana,2019,Energy,68.49000000000001
Telangana,2019,Industry,25.87
Telangana,2019,Transportation,24.98
Telangana,2019,Waste Management,15.55
Telangana,2020,Agriculture,16.65
Telangana,2020,Energy,80.45
Telangana,2020,Industry,34.14
Telangana,2020,Transportation,20.33
Telangana,2020,Waste Management,12.09
Telangana,2021,Agriculture,24.65
Telangana,2021,Energy,36.730000000000004
Telangana,2021,Industry,39.88
Telangana,2021,Transportation,39.32000000000001
Telangana,2021,Waste Management,11.67
Telangana,2022,Agriculture,20.03
Telangana,2022,Energy,62.92999999999999
Telangana,2022,Industry,31.61
Telangana,2022,Transportation,34.26
Telangana,2022,Waste Management,12.93
Telangana,2023,Agriculture,16.31
Telangana,2023,Energy,48.56
Telangana,2023,Industry,41.78
Telangana,2023,Transportation,36.77
Telangana,2023,Waste Management,9.94
Telangana,2024,Agriculture,19.080000000000002
Telangana,2024,Energy,37.29
Telangana,2024,Industry,39.29
Telangana,2024,Transportation,28.43
Telangana,2024,Waste Management,14.04
Tripura,2010,Agriculture,16.58
Tripura,2010,Energy,34.43
Tripura,2010,Industry,38.019999999999996
Tripura,2010,Transportation,43.99
Tripura,2010,Waste Management,12.940000000000001
Tripura,2011,Agriculture,16.24
Tripura,2011,Energy,71.79
Tripura,2011,Industry,29.32
Tripura,2011,Transportation,26.15
Tripura,2011,Waste Management,12.59
Tripura,2012,Agriculture,19.35
Tripura,2012,Energy,37.910000000000004
Tripura,2012,Industry,37.91
Tripura,2012,Transportation,37.44
Tripura,2012,Waste Management,11.84
Tripura,2013,Agriculture,17.19
Tripura,2013,Energy,62.36
Tripura,2013,Industry,59.980000000000004
Tripura,2013,Transportation,29.14
Tripura,2013,Waste Management,9.959999999999999
Tripura,2014,Agriculture,14.5
Tripura,2014,Energy,57.68
Tripura,2014,Industry,32.980000000000004
Tripura,2014,Transportation,25.080000000000002
Tripura,2014,Waste Management,10.02
Tripura,2015,Agriculture,16.43
Tripura,2015,Energy,51.97
Tripura,2015,Industry,61.85
Tripura,2015,Transportation,46.47
Tripura,2015,Waste Management,15.03
Tripura,2016,Agriculture,19.5
Tripura,2016,Energy,49.18
Tripura,2016,Industry,24.889999999999997
Tripura,2016,Transportation,33.81
Tripura,2016,Waste Management,6.539999999999999
Tripura,2017,Agriculture,16.650000000000002
Tripura,2017,Energy,39.56
Tripura,2017,Industry,31.069999999999997
Tripura,2017,Transportation,48.07
Tripura,2017,Waste Management,12.91
Tripura,2018,Agriculture,21.549999999999997
Tripura,2018,Energy,65.39
Tripura,2018,Industry,35.04
Tripura,2018,Transportation,32.42
Tripura,2018,Waste Management,15.71
Tripura,2019,Agriculture,16.490000000000002
Tripura,2019,Energy,32.72
Tripura,2019,Industry,43.29
Tripura,2019,Transportation,44.36
Tripura,2019,Waste Management,10.18
Tripura,2020,Agriculture,18.28
Tripura,2020,Energy,48.9
Tripura,2020,Industry,35.989999999999995
Tripura,2020,Transportation,48.46
Tripura,2020,Waste Management,10.74
Tripura,2021,Agriculture,18.28
Tripura,2021,Energy,46.77
Tripura,2021,Industry,48.39
Tripura,2021,Transportation,29.169999999999998
Tripura,2021,Waste Management,12.33
Tripura,2022,Agriculture,14.86
Tripura,2022,Energy,36.84
Tripura,2022,Industry,34.949999999999996
Tripura,2022,Transportation,43.89999999999999
Tripura,2022,Waste Management,10.919999999999998
Tripura,2023,Agriculture,11.370000000000001
Tripura,2023,Energy,34.1
Tripura,2023,Industry,51.53
Tripura,2023,Transportation,23.29
Tripura,2023,Waste Management,11.309999999999999
Tripura,2024,Agriculture,12.68
Tripura,2024,Energy,37.480000000000004
Tripura,2024,Industry,47.26
Tripura,2024,Transportation,20.77
Tripura,2024,Waste Management,9.59
Uttar Pradesh,2010,Agriculture,22.8
Uttar Pradesh,2010,Energy,36.42999999999999
Uttar Pradesh,2010,Industry,32.52
Uttar Pradesh,2010,Transportation,48.62
Uttar Pradesh,2010,Waste Management,8.98
Uttar Pradesh,2011,Agriculture,19.560000000000002
Uttar Pradesh,2011,Energy,60.55
Uttar Pradesh,2011,Industry,59.04
Uttar Pradesh,2011,Transportation,35.25
Uttar Pradesh,2011,Waste Management,9.89
Uttar Pradesh,2012,Agriculture,17.53
Uttar Pradesh,2012,Energy,58.87
Uttar Pradesh,2012,Industry,32.84
Uttar Pradesh,2012,Transportation,23.3
Uttar Pradesh,2012,Waste Management,9.829999999999998
Uttar Pradesh,2013,Agriculture,12.52
Uttar Pradesh,2013,Energy,77.01
Uttar Pradesh,2013,Industry,60.96
Uttar Pradesh,2013,Transportation,38.839999999999996
Uttar Pradesh,2013,Waste Management,9.309999999999999
Uttar Pradesh,2014,Agriculture,23.28
Uttar Pradesh,2014,Energy,66.61
Uttar Pradesh,2014,Industry,35.9
Uttar Pradesh,2014,Transportation,28.549999999999997
Uttar Pradesh,2014,Waste Management,13.86
Uttar Pradesh,2015,Agriculture,20.75
Uttar Pradesh,2015,Energy,57.129999999999995
Uttar Pradesh,2015,Industry,59.33
Uttar Pradesh,2015,Transportation,28.66
Uttar Pradesh,2015,Waste Management,14.690000000000001
Uttar Pradesh,2016,Agriculture,19.17
Uttar Pradesh,2016,Energy,37.95
Uttar Pradesh,2016,Industry,38.03999999999999
Uttar Pradesh,2016,Transportation,19.349999999999998
Uttar Pradesh,2016,Waste Management,7.76
Uttar Pradesh,2017,Agriculture,21.839999999999996
Uttar Pradesh,2017,Energy,37.15
Uttar Pradesh,2017,Industry,43.17
Uttar Pradesh,2017,Transportation,34.49
Uttar Pradesh,2017,Waste Management,11.42
Uttar Pradesh,2018,Agriculture,14.510000000000002
Uttar Pradesh,2018,Energy,63.5
Uttar Pradesh,2018,Industry,60.72
Uttar Pradesh,2018,Transportation,47.760000000000005
Uttar Pradesh,2018,Waste Management,14.670000000000002
Uttar Pradesh,2019,Agriculture,19.8
Uttar Pradesh,2019,Energy,43.809999999999995
Uttar Pradesh,2019,Industry,54.839999999999996
Uttar Pradesh,2019,Transportation,27.64
Uttar Pradesh,2019,Waste Management,11.809999999999999
Uttar Pradesh,2020,Agriculture,17.69
Uttar Pradesh,2020,Energy,40.71
Uttar Pradesh,2020,Industry,34.03
Uttar Pradesh,2020,Transportation,34.4
Uttar Pradesh,2020,Waste Management,12.370000000000001
Uttar Pradesh,2021,Agriculture,24.2
Uttar Pradesh,2021,Energy,61.15
Uttar Pradesh,2021,Industry,58.63
Uttar Pradesh,2021,Transportation,30.02
Uttar Pradesh,2021,Waste Management,13.100000000000001
Uttar Pradesh,2022,Agriculture,17.909999999999997
Uttar Pradesh,2022,Energy,56.02
Uttar Pradesh,2022,Industry,50.72
Uttar Pradesh,2022,Transportation,32.24
Uttar Pradesh,2022,Waste Management,14.61
Uttar Pradesh,2023,Agriculture,21.84
Uttar Pradesh,2023,Energy,74.72
Uttar Pradesh,2023,Industry,59.3
Uttar Pradesh,2023,Transportation,26.02
Uttar Pradesh,2023,Waste Management,8.989999999999998
Uttar Pradesh,2024,Agriculture,17.270000000000003
Uttar Pradesh,2024,Energy,52.21
Uttar Pradesh,2024,Industry,29.299999999999997
Uttar Pradesh,2024,Transportation,19.55
Uttar Pradesh,2024,Waste Management,12.73
Uttarakhand,2010,Agriculture,13.129999999999999
Uttarakhand,2010,Energy,35.78
Uttarakhand,2010,Industry,31.830000000000002
Uttarakhand,2010,Transportation,30.07
Uttarakhand,2010,Waste Management,12.19
Uttarakhand,2011,Agriculture,19.77
Uttarakhand,2011,Energy,78.3
Uttarakhand,2011,Industry,30.590000000000003
Uttarakhand,2011,Transportation,26.36
Uttarakhand,2011,Waste Management,10.8
Uttarakhand,2012,Agriculture,19.58
Uttarakhand,2012,Energy,68.67
Uttarakhand,2012,Industry,41.46
Uttarakhand,2012,Transportation,38.910000000000004
Uttarakhand,2012,Waste Management,11.860000000000001
Uttarakhand,2013,Agriculture,24.96
Uttarakhand,2013,Energy,60.67
Uttarakhand,2013,Industry,32.56
Uttarakhand,2013,Transportation,19.0
Uttarakhand,2013,Waste Management,8.32
Uttarakhand,2014,Agriculture,23.1
Uttarakhand,2014,Energy,36.279999999999994
Uttarakhand,2014,Industry,56.199999999999996
Uttarakhand,2014,Transportation,37.739999999999995
Uttarakhand,2014,Waste Management,11.8
Uttarakhand,2015,Agriculture,19.4
Uttarakhand,2015,Energy,34.39
Uttarakhand,2015,Industry,53.88999999999999
Uttarakhand,2015,Transportation,41.35
Uttarakhand,2015,Waste Management,13.219999999999999
Uttarakhand,2016,Agriculture,18.83
Uttarakhand,2016,Energy,55.68
Uttarakhand,2016,Industry,41.46
Uttarakhand,2016,Transportation,34.92
Uttarakhand,2016,Waste Management,13.05
Uttarakhand,2017,Agriculture,17.27
Uttarakhand,2017,Energy,52.11
Uttarakhand,2017,Industry,55.28
Uttarakhand,2017,Transportation,48.96
Uttarakhand,2017,Waste Management,13.48
Uttarakhand,2018,Agriculture,23.84
Uttarakhand,2018,Energy,36.22
Uttarakhand,2018,Industry,39.36
Uttarakhand,2018,Transportation,47.25
Uttarakhand,2018,Waste Management,16.32
Uttarakhand,2019,Agriculture,17.509999999999998
Uttarakhand,2019,Energy,59.19
Uttarakhand,2019,Industry,55.099999999999994
Uttarakhand,2019,Transportation,34.089999999999996
Uttarakhand,2019,Waste Management,12.739999999999998
Uttarakhand,2020,Agriculture,23.009999999999998
Uttarakhand,2020,Energy,66.97
Uttarakhand,2020,Industry,53.79
Uttarakhand,2020,Transportation,24.64
Uttarakhand,2020,Waste Management,12.65
Uttarakhand,2021,Agriculture,21.05
Uttarakhand,2021,Energy,37.76
Uttarakhand,2021,Industry,33.02
Uttarakhand,2021,Transportation,25.360000000000003
Uttarakhand,2021,Waste Management,10.240000000000002
Uttarakhand,2022,Agriculture,17.259999999999998
Uttarakhand,2022,Energy,69.94
Uttarakhand,2022,Industry,34.27
Uttarakhand,2022,Transportation,46.35
Uttarakhand,2022,Waste Management,8.24
Uttarakhand,2023,Agriculture,24.32
Uttarakhand,2023,Energy,31.97
Uttarakhand,2023,Industry,45.910000000000004
Uttarakhand,2023,Transportation,28.81
Uttarakhand,2023,Waste Management,8.27
Uttarakhand,2024,Agriculture,19.3
Uttarakhand,2024,Energy,61.92999999999999
Uttarakhand,2024,Industry,43.66
Uttarakhand,2024,Transportation,35.81
Uttarakhand,2024,Waste Management,15.28
West Bengal,2010,Agriculture,20.43
West Bengal,2010,Energy,78.30000000000001
West Bengal,2010,Industry,27.14
West Bengal,2010,Transportation,34.93
West Bengal,2010,Waste Management,8.57
West Bengal,2011,Agriculture,22.14
West Bengal,2011,Energy,44.94
West Bengal,2011,Industry,48.529999999999994
West Bengal,2011,Transportation,39.97
West Bengal,2011,Waste Management,8.09
West Bengal,2012,Agriculture,18.13
West Bengal,2012,Energy,61.45
West Bengal,2012,Industry,32.84
West Bengal,2012,Transportation,47.9
West Bengal,2012,Waste Management,13.879999999999999
West Bengal,2013,Agriculture,11.04
West Bengal,2013,Energy,54.870000000000005
West Bengal,2013,Industry,26.62
West Bengal,2013,Transportation,20.069999999999997
West Bengal,2013,Waste Management,10.32
West Bengal,2014,Agriculture,25.55
West Bengal,2014,Energy,56.62
West Bengal,2014,Industry,61.39
West Bengal,2014,Transportation,45.98
West Bengal,2014,Waste Management,12.71
West Bengal,2015,Agriculture,25.64
West Bengal,2015,Energy,32.54
West Bengal,2015,Industry,61.54
West Bengal,2015,Transportation,38.349999999999994
West Bengal,2015,Waste Management,11.53
West Bengal,2016,Agriculture,17.87
West Bengal,2016,Energy,37.35
West Bengal,2016,Industry,28.8
West Bengal,2016,Transportation,38.69
West Bengal,2016,Waste Management,11.43
West Bengal,2017,Agriculture,10.990000000000002
West Bengal,2017,Energy,49.120000000000005
West Bengal,2017,Industry,51.97
West Bengal,2017,Transportation,24.79
West Bengal,2017,Waste Management,10.239999999999998
West Bengal,2018,Agriculture,27.009999999999998
West Bengal,2018,Energy,79.43
West Bengal,2018,Industry,54.400000000000006
West Bengal,2018,Transportation,46.47
West Bengal,2018,Waste Management,13.209999999999999
West Bengal,2019,Agriculture,16.17
West Bengal,2019,Energy,32.63
West Bengal,2019,Industry,34.62
West Bengal,2019,Transportation,34.46
West Bengal,2019,Waste Management,11.379999999999999
West Bengal,2020,Agriculture,19.29
West Bengal,2020,Energy,54.73
West Bengal,2020,Industry,58.49999999999999
West Bengal,2020,Transportation,32.739999999999995
West Bengal,2020,Waste Management,11.959999999999999
West Bengal,2021,Agriculture,19.21
West Bengal,2021,Energy,69.78999999999999
West Bengal,2021,Industry,50.540000000000006
West Bengal,2021,Transportation,23.3
West Bengal,2021,Waste Management,10.59
West Bengal,2022,Agriculture,21.240000000000002
West Bengal,2022,Energy,38.269999999999996
West Bengal,2022,Industry,31.2
West Bengal,2022,Transportation,41.949999999999996
West Bengal,2022,Waste Management,10.52
West Bengal,2023,Agriculture,17.34
West Bengal,2023,Energy,49.050000000000004
West Bengal,2023,Industry,26.86
West Bengal,2023,Transportation,33.18
West Bengal,2023,Waste Management,11.530000000000001
West Bengal,2024,Agriculture,17.66
West Bengal,2024,Energy,63.71
West Bengal,2024,Industry,43.5
West Bengal,2024,Transportation,26.889999999999997
West Bengal,2024,Waste Management,14.45
