state,year,sector,carbon_type,emission_(metric_tons)
Maharashtra,2020,Industry,CO2,24.04
Maharashtra,2020,Industry,CH4,2.56
Maharashtra,2020,Transportation,CO,2.59
Maharashtra,2020,Transportation,CO2,26.89
Maharashtra,2020,Transportation,CH4,0.84
Maharashtra,2020,Agriculture,CO,0.53
Maharashtra,2020,Agriculture,CO2,10.53
Maharashtra,2020,Agriculture,CH4,9.53
Maharashtra,2020,Waste Management,CO,0.35
Maharashtra,2020,Waste Management,CO2,5.95
Maharashtra,2020,Waste Management,CH4,5.01
Maharashtra,2021,Energy,CO,2.17
Maharashtra,2021,Energy,CO2,71.82
Maharashtra,2021,Energy,CH4,3.13
Maharashtra,2021,Industry,CO,1.67
Maharashtra,2021,Industry,CO2,59.23
Maharashtra,2021,Industry,CH4,1.65
Maharashtra,2021,Transportation,CO,2.27
Maharashtra,2021,Transportation,CO2,33.69
Maharashtra,2021,Transportation,CH4,1.36
Maharashtra,2021,Agriculture,CO,0.67
Maharashtra,2021,Agriculture,CO2,8.34
Maharashtra,2021,Agriculture,CH4,9.97
Maharashtra,2021,Waste Management,CO,0.27
Maharashtra,2021,Waste Management,CO2,3.14
Maharashtra,2021,Waste Management,CH4,8.15
Maharashtra,2022,Energy,CO,2.84
Maharashtra,2022,Energy,CO2,49.88
Maharashtra,2022,Energy,CH4,3.81
Maharashtra,2022,Industry,CO,1.94
Maharashtra,2022,Industry,CO2,58.91
Maharashtra,2022,Industry,CH4,3.37
Maharashtra,2022,Transportation,CO,2.15
Maharashtra,2022,Transportation,CO2,21.07
Maharashtra,2022,Transportation,CH4,1.29
Maharashtra,2022,Agriculture,CO,0.28
Maharashtra,2022,Agriculture,CO2,7.59
Maharashtra,2022,Agriculture,CH4,9.18
Maharashtra,2022,Waste Management,CO,0.43
Maharashtra,2022,Waste Management,CO2,5.41
Maharashtra,2022,Waste Management,CH4,8.54
Maharashtra,2023,Energy,CO,1.75
Maharashtra,2023,Energy,CO2,50.53
Maharashtra,2023,Energy,CH4,3.17
Maharashtra,2023,Industry,CO,2.2
Maharashtra,2023,Industry,CO2,25.6
Maharashtra,2023,Industry,CH4,2.34
Maharashtra,2023,Transportation,CO,3.49
Maharashtra,2023,Transportation,CO2,36.77
Maharashtra,2023,Transportation,CH4,0.86
Maharashtra,2023,Agriculture,CO,0.56
Maharashtra,2023,Agriculture,CO2,11.81
Maharashtra,2023,Agriculture,CH4,7.82
Maharashtra,2023,Waste Management,CO,0.24
Maharashtra,2023,Waste Management,CO2,6.81
Maharashtra,2023,Waste Management,CH4,8.16
Maharashtra,2024,Energy,CO,2.27
Maharashtra,2024,Energy,CO2,34.31
Maharashtra,2024,Energy,CH4,1.76
Maharashtra,2024,Industry,CO,1.96
Maharashtra,2024,Industry,CO2,31.93
Maharashtra,2024,Industry,CH4,3.16
Maharashtra,2024,Transportation,CO,3.04
Maharashtra,2024,Transportation,CO2,26.44
Maharashtra,2024,Transportation,CH4,1.0
Maharashtra,2024,Agriculture,CO,0.31
Maharashtra,2024,Agriculture,CO2,14.01
Maharashtra,2024,Agriculture,CH4,10.62
Maharashtra,2024,Waste Management,CO,0.43
Maharashtra,2024,Waste Management,CO2,3.92
Maharashtra,2024,Waste Management,CH4,7.39
Manipur,2010,Energy,CO,1.98
Manipur,2010,Energy,CO2,26.46
Manipur,2010,Energy,CH4,2.25
Manipur,2010,Industry,CO,2.58
Manipur,2010,Industry,CO2,40.29
Manipur,2010,Industry,CH4,2.38
Manipur,2010,Transportation,CO,3.23
Manipur,2010,Transportation,CO2,39.41
Manipur,2010,Transportation,CH4,0.96
Manipur,2010,Agriculture,CO,0.67
Manipur,2010,Agriculture,CO2,10.98
Manipur,2010,Agriculture,CH4,9.61
Manipur,2010,Waste Management,CO,0.17
Manipur,2010,Waste Management,CO2,3.64
Manipur,2010,Waste Management,CH4,3.49
Manipur,2011,Energy,CO,2.77
Manipur,2011,Energy,CO2,66.99
Manipur,2011,Energy,CH4,2.5
Manipur,2011,Industry,CO,2.36
Manipur,2011,Industry,CO2,28.79
Manipur,2011,Industry,CH4,1.72
Manipur,2011,Transportation,CO,2.82
Manipur,2011,Transportation,CO2,24.53
Manipur,2011,Transportation,CH4,0.7
Manipur,2011,Agriculture,CO,0.67
Manipur,2011,Agriculture,CO2,5.82
Manipur,2011,Agriculture,CH4,10.64
Manipur,2011,Waste Management,CO,0.25
Manipur,2011,Waste Management,CO2,3.4
Manipur,2011,Waste Management,CH4,5.6
Manipur,2012,Energy,CO,3.05
Manipur,2012,Energy,CO2,69.76
Manipur,2012,Energy,CH4,3.41
Manipur,2012,Industry,CO,2.33
Manipur,2012,Industry,CO2,43.07
Manipur,2012,Industry,CH4,1.54
Manipur,2012,Transportation,CO,3.03
Manipur,2012,Transportation,CO2,31.02
Manipur,2012,Transportation,CH4,1.44
Manipur,2012,Agriculture,CO,0.32
Manipur,2012,Agriculture,CO2,13.64
Manipur,2012,Agriculture,CH4,8.14
Manipur,2012,Waste Management,CO,0.27
Manipur,2012,Waste Management,CO2,6.59
Manipur,2012,Waste Management,CH4,3.81
Manipur,2013,Energy,CO,2.61
Manipur,2013,Energy,CO2,59.9
Manipur,2013,Energy,CH4,1.94
Manipur,2013,Industry,CO,2.69
Manipur,2013,Industry,CO2,50.12
Manipur,2013,Industry,CH4,3.63
Manipur,2013,Transportation,CO,1.82
Manipur,2013,Transportation,CO2,38.65
Manipur,2013,Transportation,CH4,0.76
Manipur,2013,Agriculture,CO,0.34
Manipur,2013,Agriculture,CO2,12.64
Manipur,2013,Agriculture,CH4,11.4
Manipur,2013,Waste Management,CO,0.18
Manipur,2013,Waste Management,CO2,4.96
Manipur,2013,Waste Management,CH4,5.87
Manipur,2014,Energy,CO,1.74
Manipur,2014,Energy,CO2,47.88
Manipur,2014,Energy,CH4,3.71
Manipur,2014,Industry,CO,1.08
Manipur,2014,Industry,CO2,40.17
Manipur,2014,Industry,CH4,3.52
Manipur,2014,Transportation,CO,4.4
Manipur,2014,Transportation,CO2,37.44
Manipur,2014,Transportation,CH4,0.77
Manipur,2014,Agriculture,CO,0.43
Manipur,2014,Agriculture,CO2,10.58
Manipur,2014,Agriculture,CH4,11.93
Manipur,2014,Waste Management,CO,0.32
Manipur,2014,Waste Management,CO2,3.53
Manipur,2014,Waste Management,CH4,4.51
Manipur,2015,Energy,CO,3.53
Manipur,2015,Energy,CO2,46.23
Manipur,2015,Energy,CH4,4.24
Manipur,2015,Industry,CO,2.28
Manipur,2015,Industry,CO2,52.17
Manipur,2015,Industry,CH4,2.81
Manipur,2015,Transportation,CO,2.11
Manipur,2015,Transportation,CO2,23.83
Manipur,2015,Transportation,CH4,1.43
Manipur,2015,Agriculture,CO,0.35
Manipur,2015,Agriculture,CO2,5.52
Manipur,2015,Agriculture,CH4,8.62
Manipur,2015,Waste Management,CO,0.19
Manipur,2015,Waste Management,CO2,7.05
Manipur,2015,Waste Management,CH4,5.99
Manipur,2016,Energy,CO,2.32
Manipur,2016,Energy,CO2,27.44
Manipur,2016,Energy,CH4,4.36
Manipur,2016,Industry,CO,0.97
Manipur,2016,Industry,CO2,38.02
Manipur,2016,Industry,CH4,1.39
Manipur,2016,Transportation,CO,2.38
Manipur,2016,Transportation,CO2,16.22
Manipur,2016,Transportation,CH4,1.03
Manipur,2016,Agriculture,CO,0.34
Manipur,2016,Agriculture,CO2,6.81
Manipur,2016,Agriculture,CH4,8.23
Manipur,2016,Waste Management,CO,0.17
Manipur,2016,Waste Management,CO2,5.48
Manipur,2016,Waste Management,CH4,9.47
Manipur,2017,Energy,CO,1.45
Manipur,2017,Energy,CO2,52.96
Manipur,2017,Energy,CH4,1.51
Manipur,2017,Industry,CO,1.93
Manipur,2017,Industry,CO2,22.92
Manipur,2017,Industry,CH4,3.05
Manipur,2017,Transportation,CO,2.39
Manipur,2017,Transportation,CO2,29.47
Manipur,2017,Transportation,CH4,1.22
Manipur,2017,Agriculture,CO,0.45
Manipur,2017,Agriculture,CO2,14.09
Manipur,2017,Agriculture,CH4,11.21
Manipur,2017,Waste Management,CO,0.17
Manipur,2017,Waste Management,CO2,6.24
Manipur,2017,Waste Management,CH4,6.96
Manipur,2018,Energy,CO,2.99
Manipur,2018,Energy,CO2,60.9
Manipur,2018,Energy,CH4,1.89
Manipur,2018,Industry,CO,2.18
Manipur,2018,Industry,CO2,44.88
Manipur,2018,Industry,CH4,3.66
Manipur,2018,Transportation,CO,2.65
Manipur,2018,Transportation,CO2,34.62
Manipur,2018,Transportation,CH4,0.83
Manipur,2018,Agriculture,CO,0.33
Manipur,2018,Agriculture,CO2,6.55
Manipur,2018,Agriculture,CH4,9.08
Manipur,2018,Waste Management,CO,0.34
Manipur,2018,Waste Management,CO2,4.17
Manipur,2018,Waste Management,CH4,4.87
Manipur,2019,Energy,CO,2.4
Manipur,2019,Energy,CO2,57.43
Manipur,2019,Energy,CH4,2.89
Manipur,2019,Industry,CO,2.0
Manipur,2019,Industry,CO2,21.02
Manipur,2019,Industry,CH4,1.8
Manipur,2019,Transportation,CO,4.34
Manipur,2019,Transportation,CO2,24.9
Manipur,2019,Transportation,CH4,1.21
Manipur,2019,Agriculture,CO,0.47
Manipur,2019,Agriculture,CO2,11.2
Manipur,2019,Agriculture,CH4,10.36
Manipur,2019,Waste Management,CO,0.18
Manipur,2019,Waste Management,CO2,5.53
Manipur,2019,Waste Management,CH4,6.55
Manipur,2020,Energy,CO,1.83
Manipur,2020,Energy,CO2,34.63
Manipur,2020,Energy,CH4,4.04
Manipur,2020,Industry,CO,1.84
Manipur,2020,Industry,CO2,20.53
Manipur,2020,Industry,CH4,1.39
Manipur,2020,Transportation,CO,3.26
Manipur,2020,Transportation,CO2,32.62
Manipur,2020,Transportation,CH4,0.52
Manipur,2020,Agriculture,CO,0.3
Manipur,2020,Agriculture,CO2,5.35
Manipur,2020,Agriculture,CH4,4.59
Manipur,2020,Waste Management,CO,0.38
Manipur,2020,Waste Management,CO2,6.21
Manipur,2020,Waste Management,CH4,4.56
Manipur,2021,Energy,CO,3.28
Manipur,2021,Energy,CO2,44.59
Manipur,2021,Energy,CH4,2.69
Manipur,2021,Industry,CO,1.71
Manipur,2021,Industry,CO2,56.12
Manipur,2021,Industry,CH4,1.93
Manipur,2021,Transportation,CO,3.37
Manipur,2021,Transportation,CO2,15.58
Manipur,2021,Transportation,CH4,0.53
Manipur,2021,Agriculture,CO,0.69
Manipur,2021,Agriculture,CO2,11.94
Manipur,2021,Agriculture,CH4,11.15
Manipur,2021,Waste Management,CO,0.31
Manipur,2021,Waste Management,CO2,5.07
Manipur,2021,Waste Management,CH4,3.39
Manipur,2022,Energy,CO,3.03
Manipur,2022,Energy,CO2,44.31
Manipur,2022,Energy,CH4,1.8
Manipur,2022,Industry,CO,1.28
Manipur,2022,Industry,CO2,45.77
Manipur,2022,Industry,CH4,1.57
Manipur,2022,Transportation,CO,2.03
Manipur,2022,Transportation,CO2,43.22
Manipur,2022,Transportation,CH4,1.3
Manipur,2022,Agriculture,CO,0.29
Manipur,2022,Agriculture,CO2,5.13
Manipur,2022,Agriculture,CH4,8.32
Manipur,2022,Waste Management,CO,0.26
Manipur,2022,Waste Management,CO2,6.54
Manipur,2022,Waste Management,CH4,9.46
Manipur,2023,Energy,CO,1.66
Manipur,2023,Energy,CO2,41.76
Manipur,2023,Energy,CH4,2.03
Manipur,2023,Industry,CO,1.81
Manipur,2023,Industry,CO2,35.74
Manipur,2023,Industry,CH4,2.47
Manipur,2023,Transportation,CO,3.84
Manipur,2023,Transportation,CO2,43.04
Manipur,2023,Transportation,CH4,0.75
Manipur,2023,Agriculture,CO,0.73
Manipur,2023,Agriculture,CO2,9.21
Manipur,2023,Agriculture,CH4,7.45
Manipur,2023,Waste Management,CO,0.15
Manipur,2023,Waste Management,CO2,5.46
Manipur,2023,Waste Management,CH4,9.1
Manipur,2024,Energy,CO,2.87
Manipur,2024,Energy,CO2,26.85
Manipur,2024,Energy,CH4,1.67
Manipur,2024,Industry,CO,1.04
Manipur,2024,Industry,CO2,56.24
Manipur,2024,Industry,CH4,2.04
Manipur,2024,Transportation,CO,3.19
Manipur,2024,Transportation,CO2,40.69
Manipur,2024,Transportation,CH4,1.27
Manipur,2024,Agriculture,CO,0.67
Manipur,2024,Agriculture,CO2,6.56
Manipur,2024,Agriculture,CH4,10.36
Manipur,2024,Waste Management,CO,0.29
Manipur,2024,Waste Management,CO2,4.15
Manipur,2024,Waste Management,CH4,7.25
Meghalaya,2010,Energy,CO,3.4
Meghalaya,2010,Energy,CO2,51.13
Meghalaya,2010,Energy,CH4,2.98
Meghalaya,2010,Industry,CO,2.02
Meghalaya,2010,Industry,CO2,30.75
Meghalaya,2010,Industry,CH4,2.92
Meghalaya,2010,Transportation,CO,3.34
Meghalaya,2010,Transportation,CO2,39.89
Meghalaya,2010,Transportation,CH4,1.21
Meghalaya,2010,Agriculture,CO,0.7
Meghalaya,2010,Agriculture,CO2,7.89
Meghalaya,2010,Agriculture,CH4,6.45
Meghalaya,2010,Waste Management,CO,0.29
Meghalaya,2010,Waste Management,CO2,3.2
Meghalaya,2010,Waste Management,CH4,7.78
Meghalaya,2011,Energy,CO,2.8
Meghalaya,2011,Energy,CO2,45.51
Meghalaya,2011,Energy,CH4,1.89
Meghalaya,2011,Industry,CO,2.35
Meghalaya,2011,Industry,CO2,53.57
Meghalaya,2011,Industry,CH4,2.55
Meghalaya,2011,Transportation,CO,2.57
Meghalaya,2011,Transportation,CO2,23.71
Meghalaya,2011,Transportation,CH4,1.45
Meghalaya,2011,Agriculture,CO,0.69
Meghalaya,2011,Agriculture,CO2,11.94
Meghalaya,2011,Agriculture,CH4,5.18
Meghalaya,2011,Waste Management,CO,0.28
Meghalaya,2011,Waste Management,CO2,6.57
Meghalaya,2011,Waste Management,CH4,9.39
Meghalaya,2012,Energy,CO,2.47
Meghalaya,2012,Energy,CO2,39.9
Meghalaya,2012,Energy,CH4,3.37
Meghalaya,2012,Industry,CO,1.35
Meghalaya,2012,Industry,CO2,29.18
Meghalaya,2012,Industry,CH4,1.4
Meghalaya,2012,Transportation,CO,2.04
Meghalaya,2012,Transportation,CO2,32.76
Meghalaya,2012,Transportation,CH4,0.81
Meghalaya,2012,Agriculture,CO,0.49
Meghalaya,2012,Agriculture,CO2,10.31
Meghalaya,2012,Agriculture,CH4,8.25
Meghalaya,2012,Waste Management,CO,0.25
Meghalaya,2012,Waste Management,CO2,4.96
Meghalaya,2012,Waste Management,CH4,6.17
Meghalaya,2013,Energy,CO,2.06
Meghalaya,2013,Energy,CO2,51.1
Meghalaya,2013,Energy,CH4,4.31
Meghalaya,2013,Industry,CO,1.35
Meghalaya,2013,Industry,CO2,48.57
Meghalaya,2013,Industry,CH4,2.82
Meghalaya,2013,Transportation,CO,3.6
Meghalaya,2013,Transportation,CO2,15.79
Meghalaya,2013,Transportation,CH4,0.83
Meghalaya,2013,Agriculture,CO,0.59
Meghalaya,2013,Agriculture,CO2,10.43
Meghalaya,2013,Agriculture,CH4,6.87
Meghalaya,2013,Waste Management,CO,0.43
Meghalaya,2013,Waste Management,CO2,2.89
Meghalaya,2013,Waste Management,CH4,5.27
Meghalaya,2014,Energy,CO,2.62
Meghalaya,2014,Energy,CO2,41.38
Meghalaya,2014,Energy,CH4,3.04
Meghalaya,2014,Industry,CO,2.07
Meghalaya,2014,Industry,CO2,31.93
Meghalaya,2014,Industry,CH4,2.19
Meghalaya,2014,Transportation,CO,1.7
Meghalaya,2014,Transportation,CO2,32.73
Meghalaya,2014,Transportation,CH4,1.15
Meghalaya,2014,Agriculture,CO,0.61
Meghalaya,2014,Agriculture,CO2,6.27
Meghalaya,2014,Agriculture,CH4,6.51
Meghalaya,2014,Waste Management,CO,0.38
Meghalaya,2014,Waste Management,CO2,4.97
Meghalaya,2014,Waste Management,CH4,6.39
Meghalaya,2015,Energy,CO,2.72
Meghalaya,2015,Energy,CO2,67.94
Meghalaya,2015,Energy,CH4,2.62
Meghalaya,2015,Industry,CO,0.93
Meghalaya,2015,Industry,CO2,41.65
Meghalaya,2015,Industry,CH4,1.77
Meghalaya,2015,Transportation,CO,2.71
Meghalaya,2015,Transportation,CO2,42.3
Meghalaya,2015,Transportation,CH4,0.6
Meghalaya,2015,Agriculture,CO,0.72
Meghalaya,2015,Agriculture,CO2,6.74
Meghalaya,2015,Agriculture,CH4,8.98
Meghalaya,2015,Waste Management,CO,0.18
Meghalaya,2015,Waste Management,CO2,5.86
Meghalaya,2015,Waste Management,CH4,9.33
Meghalaya,2016,Energy,CO,2.02
Meghalaya,2016,Energy,CO2,68.27
Meghalaya,2016,Energy,CH4,1.81
Meghalaya,2016,Industry,CO,1.46
Meghalaya,2016,Industry,CO2,52.88
Meghalaya,2016,Industry,CH4,2.45
Meghalaya,2016,Transportation,CO,3.5
Meghalaya,2016,Transportation,CO2,40.25
Meghalaya,2016,Transportation,CH4,0.6
Meghalaya,2016,Agriculture,CO,0.31
Meghalaya,2016,Agriculture,CO2,8.69
Meghalaya,2016,Agriculture,CH4,10.94
Meghalaya,2016,Waste Management,CO,0.41
Meghalaya,2016,Waste Management,CO2,4.13
Meghalaya,2016,Waste Management,CH4,3.99
Meghalaya,2017,Energy,CO,2.79
Meghalaya,2017,Energy,CO2,48.8
Meghalaya,2017,Energy,CH4,2.78
Meghalaya,2017,Industry,CO,2.52
Meghalaya,2017,Industry,CO2,33.94
Meghalaya,2017,Industry,CH4,2.8
Meghalaya,2017,Transportation,CO,2.55
Meghalaya,2017,Transportation,CO2,19.0
Meghalaya,2017,Transportation,CH4,0.66
Meghalaya,2017,Agriculture,CO,0.58
Meghalaya,2017,Agriculture,CO2,8.89
Meghalaya,2017,Agriculture,CH4,4.02
Meghalaya,2017,Waste Management,CO,0.37
Meghalaya,2017,Waste Management,CO2,6.96
Meghalaya,2017,Waste Management,CH4,7.9
Meghalaya,2018,Energy,CO,3.3
Meghalaya,2018,Energy,CO2,62.54
Meghalaya,2018,Energy,CH4,3.21
Meghalaya,2018,Industry,CO,2.51
Meghalaya,2018,Industry,CO2,30.81
Meghalaya,2018,Industry,CH4,1.55
Meghalaya,2018,Transportation,CO,3.39
Meghalaya,2018,Transportation,CO2,36.95
Meghalaya,2018,Transportation,CH4,0.96
Meghalaya,2018,Agriculture,CO,0.54
Meghalaya,2018,Agriculture,CO2,14.23
Meghalaya,2018,Agriculture,CH4,9.48
Meghalaya,2018,Waste Management,CO,0.25
Meghalaya,2018,Waste Management,CO2,6.75
Meghalaya,2018,Waste Management,CH4,5.99
Meghalaya,2019,Energy,CO,2.96
Meghalaya,2019,Energy,CO2,61.53
Meghalaya,2019,Energy,CH4,2.24
Meghalaya,2019,Industry,CO,1.94
Meghalaya,2019,Industry,CO2,55.2
Meghalaya,2019,Industry,CH4,2.76
Meghalaya,2019,Transportation,CO,4.21
Meghalaya,2019,Transportation,CO2,37.03
Meghalaya,2019,Transportation,CH4,0.96
Meghalaya,2019,Agriculture,CO,0.72
Meghalaya,2019,Agriculture,CO2,5.3
Meghalaya,2019,Agriculture,CH4,6.95
Meghalaya,2019,Waste Management,CO,0.45
Meghalaya,2019,Waste Management,CO2,5.04
Meghalaya,2019,Waste Management,CH4,7.81
Meghalaya,2020,Energy,CO,3.64
Meghalaya,2020,Energy,CO2,40.08
Meghalaya,2020,Energy,CH4,3.68
Meghalaya,2020,Industry,CO,0.97
Meghalaya,2020,Industry,CO2,24.01
Meghalaya,2020,Industry,CH4,2.26
Meghalaya,2020,Transportation,CO,2.2
Meghalaya,2020,Transportation,CO2,35.99
Meghalaya,2020,Transportation,CH4,0.71
Meghalaya,2020,Agriculture,CO,0.33
Meghalaya,2020,Agriculture,CO2,10.01
Meghalaya,2020,Agriculture,CH4,7.47
Meghalaya,2020,Waste Management,CO,0.19
Meghalaya,2020,Waste Management,CO2,5.31
Meghalaya,2020,Waste Management,CH4,9.56
Meghalaya,2021,Energy,CO,3.4
Meghalaya,2021,Energy,CO2,65.44
Meghalaya,2021,Energy,CH4,2.29
Meghalaya,2021,Industry,CO,2.61
Meghalaya,2021,Industry,CO2,22.16
Meghalaya,2021,Industry,CH4,2.91
Meghalaya,2021,Transportation,CO,3.76
Meghalaya,2021,Transportation,CO2,20.18
Meghalaya,2021,Transportation,CH4,1.23
Meghalaya,2021,Agriculture,CO,0.65
Meghalaya,2021,Agriculture,CO2,5.13
Meghalaya,2021,Agriculture,CH4,10.29
Meghalaya,2021,Waste Management,CO,0.37
Meghalaya,2021,Waste Management,CO2,4.69
Meghalaya,2021,Waste Management,CH4,9.21
Meghalaya,2022,Energy,CO,2.24
Meghalaya,2022,Energy,CO2,58.98
Meghalaya,2022,Energy,CH4,2.76
Meghalaya,2022,Industry,CO,1.07
Meghalaya,2022,Industry,CO2,22.53
Meghalaya,2022,Industry,CH4,3.13
Meghalaya,2022,Transportation,CO,3.93
Meghalaya,2022,Transportation,CO2,34.66
Meghalaya,2022,Transportation,CH4,0.95
Meghalaya,2022,Agriculture,CO,0.43
Meghalaya,2022,Agriculture,CO2,10.34
Meghalaya,2022,Agriculture,CH4,11.23
Meghalaya,2022,Waste Management,CO,0.21
Meghalaya,2022,Waste Management,CO2,6.62
Meghalaya,2022,Waste Management,CH4,6.69
Meghalaya,2023,Energy,CO,3.39
Meghalaya,2023,Energy,CO2,74.04
Meghalaya,2023,Energy,CH4,2.38
Meghalaya,2023,Industry,CO,2.49
Meghalaya,2023,Industry,CO2,52.13
Meghalaya,2023,Industry,CH4,3.51
Meghalaya,2023,Transportation,CO,2.24
Meghalaya,2023,Transportation,CO2,18.42
Meghalaya,2023,Transportation,CH4,0.97
Meghalaya,2023,Agriculture,CO,0.55
Meghalaya,2023,Agriculture,CO2,13.38
Meghalaya,2023,Agriculture,CH4,8.11
Meghalaya,2023,Waste Management,CO,0.23
Meghalaya,2023,Waste Management,CO2,7.4
Meghalaya,2023,Waste Management,CH4,7.93
Meghalaya,2024,Energy,CO,2.0
Meghalaya,2024,Energy,CO2,37.56
Meghalaya,2024,Energy,CH4,1.79
Meghalaya,2024,Industry,CO,2.65
Meghalaya,2024,Industry,CO2,50.48
Meghalaya,2024,Industry,CH4,1.5
Meghalaya,2024,Transportation,CO,1.66
Meghalaya,2024,Transportation,CO2,23.46
Meghalaya,2024,Transportation,CH4,0.96
Meghalaya,2024,Agriculture,CO,0.47
Meghalaya,2024,Agriculture,CO2,8.89
Meghalaya,2024,Agriculture,CH4,4.41
Meghalaya,2024,Waste Management,CO,0.3
Meghalaya,2024,Waste Management,CO2,6.21
Meghalaya,2024,Waste Management,CH4,8.39
Mizoram,2010,Energy,CO,3.37
Mizoram,2010,Energy,CO2,68.0
Mizoram,2010,Energy,CH4,3.46
Mizoram,2010,Industry,CO,2.14
Mizoram,2010,Industry,CO2,23.7
Mizoram,2010,Industry,CH4,2.06
Mizoram,2010,Transportation,CO,3.81
Mizoram,2010,Transportation,CO2,34.54
Mizoram,2010,Transportation,CH4,0.98
Mizoram,2010,Agriculture,CO,0.34
Mizoram,2010,Agriculture,CO2,13.63
Mizoram,2010,Agriculture,CH4,7.93
Mizoram,2010,Waste Management,CO,0.3
Mizoram,2010,Waste Management,CO2,4.72
Mizoram,2010,Waste Management,CH4,3.76
Mizoram,2011,Energy,CO,3.34
Mizoram,2011,Energy,CO2,48.47
Mizoram,2011,Energy,CH4,3.0
Mizoram,2011,Industry,CO,1.12
Mizoram,2011,Industry,CO2,55.4
Mizoram,2011,Industry,CH4,1.75
Mizoram,2011,Transportation,CO,2.37
Mizoram,2011,Transportation,CO2,33.35
Mizoram,2011,Transportation,CH4,1.31
Mizoram,2011,Agriculture,CO,0.47
Mizoram,2011,Agriculture,CO2,14.28
Mizoram,2011,Agriculture,CH4,9.34
Mizoram,2011,Waste Management,CO,0.34
Mizoram,2011,Waste Management,CO2,6.75
Mizoram,2011,Waste Management,CH4,9.55
Mizoram,2012,Energy,CO,1.47
Mizoram,2012,Energy,CO2,46.27
Mizoram,2012,Energy,CH4,3.21
Mizoram,2012,Industry,CO,2.44
Mizoram,2012,Industry,CO2,44.49
Mizoram,2012,Industry,CH4,3.32
Mizoram,2012,Transportation,CO,2.01
Mizoram,2012,Transportation,CO2,24.4
Mizoram,2012,Transportation,CH4,0.51
Mizoram,2012,Agriculture,CO,0.51
Mizoram,2012,Agriculture,CO2,13.04
Mizoram,2012,Agriculture,CH4,6.4
Mizoram,2012,Waste Management,CO,0.22
Mizoram,2012,Waste Management,CO2,6.81
Mizoram,2012,Waste Management,CH4,6.76
Mizoram,2013,Energy,CO,2.3
Mizoram,2013,Energy,CO2,49.76
Mizoram,2013,Energy,CH4,2.66
Mizoram,2013,Industry,CO,1.25
Mizoram,2013,Industry,CO2,54.25
Mizoram,2013,Industry,CH4,2.27
Mizoram,2013,Transportation,CO,2.25
Mizoram,2013,Transportation,CO2,29.01
Mizoram,2013,Transportation,CH4,1.02
Mizoram,2013,Agriculture,CO,0.43
Mizoram,2013,Agriculture,CO2,13.18
Mizoram,2013,Agriculture,CH4,9.72
Mizoram,2013,Waste Management,CO,0.37
Mizoram,2013,Waste Management,CO2,3.36
Mizoram,2013,Waste Management,CH4,7.67
Mizoram,2014,Energy,CO,1.71
Mizoram,2014,Energy,CO2,65.19
Mizoram,2014,Energy,CH4,1.68
Mizoram,2014,Industry,CO,1.69
Mizoram,2014,Industry,CO2,22.36
Mizoram,2014,Industry,CH4,3.14
Mizoram,2014,Transportation,CO,4.44
Mizoram,2014,Transportation,CO2,31.52
Mizoram,2014,Transportation,CH4,0.91
Mizoram,2014,Agriculture,CO,0.41
Mizoram,2014,Agriculture,CO2,7.42
Mizoram,2014,Agriculture,CH4,6.88
Mizoram,2014,Waste Management,CO,0.35
Mizoram,2014,Waste Management,CO2,2.94
Mizoram,2014,Waste Management,CH4,8.93
Mizoram,2015,Energy,CO,1.49
Mizoram,2015,Energy,CO2,54.73
Mizoram,2015,Energy,CH4,3.5
Mizoram,2015,Industry,CO,1.01
Mizoram,2015,Industry,CO2,41.26
Mizoram,2015,Industry,CH4,2.09
Mizoram,2015,Transportation,CO,3.42
Mizoram,2015,Transportation,CO2,29.16
Mizoram,2015,Transportation,CH4,1.07
Mizoram,2015,Agriculture,CO,0.31
Mizoram,2015,Agriculture,CO2,14.68
Mizoram,2015,Agriculture,CH4,6.41
Mizoram,2015,Waste Management,CO,0.38
Mizoram,2015,Waste Management,CO2,4.42
Mizoram,2015,Waste Management,CH4,4.38
Mizoram,2016,Energy,CO,1.3
Mizoram,2016,Energy,CO2,49.34
Mizoram,2016,Energy,CH4,1.87
Mizoram,2016,Industry,CO,2.55
Mizoram,2016,Industry,CO2,52.85
Mizoram,2016,Industry,CH4,2.28
Mizoram,2016,Transportation,CO,3.36
Mizoram,2016,Transportation,CO2,17.39
Mizoram,2016,Transportation,CH4,0.97
Mizoram,2016,Agriculture,CO,0.61
Mizoram,2016,Agriculture,CO2,7.73
Mizoram,2016,Agriculture,CH4,10.51
Mizoram,2016,Waste Management,CO,0.17
Mizoram,2016,Waste Management,CO2,7.33
Mizoram,2016,Waste Management,CH4,6.57
Mizoram,2017,Energy,CO,2.45
Mizoram,2017,Energy,CO2,52.62
Mizoram,2017,Energy,CH4,3.49
Mizoram,2017,Industry,CO,2.6
Mizoram,2017,Industry,CO2,39.25
Mizoram,2017,Industry,CH4,2.06
Mizoram,2017,Transportation,CO,3.58
Mizoram,2017,Transportation,CO2,41.97
Mizoram,2017,Transportation,CH4,0.92
Mizoram,2017,Agriculture,CO,0.51
Mizoram,2017,Agriculture,CO2,13.51
Mizoram,2017,Agriculture,CH4,4.75
Mizoram,2017,Waste Management,CO,0.38
Mizoram,2017,Waste Management,CO2,5.84
Mizoram,2017,Waste Management,CH4,8.51
